Provincia,Estadillo,Clase,Subclase,Hoja50,CoorX,CoorY,Nivel1,Nivel2,Nivel3,FccTot,FccArb,DisEsp,ComEsp,Tesela,Poligon,TipEstr,Huso
45,"0629","A",,"626","315899","4415788","1","1","3",,"30","9",,,1133601,34,30
45,"0631","A",,"626","317875","4415784","1","1","3",,"30","9",,,1133601,34,30
45,"0632","A",,"626","318890","4415793","1","1","3",,"30","9",,,1133601,34,30
45,"0633","A",,"626","313874","4414830","1","2","3",,"10","9",,,1132788,34,30
45,"0634","A",,"626","314889","4414812","1","1","3",,"25","9",,,1133430,34,30
45,"0635","A",,"626","315890","4414793","1","1","3",,"30","9",,,1133601,34,30
45,"0636","A",,"626","316873","4414757","1","1","3",,"30","9",,,1133601,34,30
45,"0638","A",,"626","313890","4413793","1","1","3",,"20","9",,,1133258,34,30
45,"0640","A",,"626","315890","4413793","1","2","3",,"15","9",,,1132997,34,30
45,"0644","A",,"626","327890","4413793","1","2","3",,"10","9",,,1132786,34,30
45,"0645","A",,"626","313890","4412793","1","1","3",,"20","9",,,1133258,34,30
45,"0647","A",,"626","315906","4412793","1","1","3",,"30","9",,,1133597,34,30
45,"0648","A",,"626","316890","4412793","1","1","3",,"25","9",,,1133427,34,30
45,"0649","A",,"626","317842","4412801","1","1","3",,"25","9",,,1133427,34,30
45,"0654","A",,"626","314914","4411809","1","1","3",,"25","9",,,1133430,34,30
45,"0664","A",,"627","342890","4423793","1","1","2",,"60","1",,,1132188,44,30
45,"0668","A",,"627","344893","4420809","1","1","1",,"75","1",,,1129827,24,30
45,"0669","A",,"627","345891","4420816","1","1","1",,"75","1",,,1129826,24,30
45,"0673","A",,"627","367890","4418793","1","1","5",,"35","1",,,1136170,33,30
45,"0674","A",,"627","341857","4416769","1","1","1",,"35","1",,,1127207,18,30
45,"0676","A",,"627","345886","4416805","1","1","1",,"65","1",,,1129264,18,30
45,"0680","A",,"627","341855","4414804","1","1","1",,"65","1",,,1129327,18,30
45,"0681","A",,"627","343858","4414790","1","2","3",,"15","9",,,1133057,34,30
45,"0696","A",,"627","355890","4410793","1","2","3",,"10","9",,,1132852,34,30
45,"0697","A",,"627","357890","4410793","1","2","3",,"10","9",,,1132852,34,30
45,"0700","A",,"628","370890","4420793","1","1","1",,"60","1",,,1129020,18,30
45,"0704","A",,"628","396968","4410837","1","2","1",,"15","6",,,1126049,403,30
45,"0714","A",,"629","404911","4412814","1","1","1",,"45","1",,,1128199,403,30
45,"0718","A",,"629","404905","4410794","1","1","1",,"55","1",,,1128745,403,30
45,"0724","A",,"631","481890","4413792","1","1","1",,"25","1",,,1126691,18,30
45,"0726","A",,"631","483922","4412821","1","1","1",,"55","1",,,1128687,18,30
45,"0729","A",,"631","483884","4410762","1","1","1",,"25","1",,,1126690,18,30
45,"0737","A",,"632","492890","4411792","1","2","3",,"10","9",,,1132785,34,30
45,"0740","A",,"653","311890","4410794","1","1","3",,"30","9",,,1133596,34,30
45,"0742","A",,"653","310929","4409839","1","1","3",,"45","9",,,1133996,34,30
45,"0747","A",,"653","309881","4408826","1","1","3",,"25","9",,,1133424,34,30
45,"0751","A",,"653","311890","4407794","1","1","1",,"30","1",,,1126866,18,30
45,"0755","A",,"653","302890","4405794","1","1","3",,"30","9",,,1133591,34,30
45,"0757","A",,"653","301890","4404794","1","1","1",,"35","1",,,1127180,18,30
45,"0758","A",,"653","302890","4404803","1","1","3",,"30","9",,,1133591,34,30
45,"0759","A",,"653","303896","4404779","1","1","3",,"35","9",,,1133716,34,30
45,"0760","A",,"653","302890","4403794","1","1","1",,"35","1",,,1127454,31,30
45,"0763","A",,"654","313890","4410793","1","1","1",,"70","1",,,1129644,18,30
45,"0767","A",,"654","325893","4406764","1","1","3",,"30","9",,,1133648,34,30
45,"0768","A",,"654","327905","4406804","1","1","1",,"40","1",,,1127990,403,30
45,"0771","A",,"654","321890","4404794","1","1","1",,"20","1",,,1126460,403,30
45,"0774","A",,"654","319890","4402794","1","1","3",,"30","9",,,1133587,34,30
45,"0775","A",,"654","319890","4400794","1","1","3",,"40","9",,,1133842,34,30
45,"0780","A",,"654","331910","4398822","1","1","1",,"40","1",,,1127799,18,30
45,"0781","A",,"654","333890","4398793","1","2","1",,"10","1",,,1125387,18,30
45,"0785","A",,"654","331890","4396793","1","1","3",,"35","9",,,1133711,34,30
45,"0787","A",,"654","339890","4396834","1","1","1",,"20","1",,,1126326,18,30
45,"0788","A",,"654","315905","4394780","1","1","3",,"30","9",,,1133580,34,30
45,"0789","A",,"654","325929","4394812","1","1","1",,"25","1",,,1126645,18,30
45,"0793","A",,"654","333904","4394817","1","2","1",,"15","1",,,1125981,31,30
45,"0794","A",,"654","334890","4394793","1","1","2",,"60","1",,,1132214,61,30
45,"0795","A",,"654","339904","4394807","1","1","3",,"20","9",,,1133224,34,30
45,"0799","A",,"654","336911","4392779","1","1","1",,"80","1",,,1129989,61,30
45,"0800","A",,"654","337944","4392798","1","1","1",,"60","1",,,1129093,31,30
45,"0808","A",,"655","365876","4407789","1","1","1",,"70","1",,,1129543,18,30
45,"0810","A",,"655","353890","4405793","1","2","3",,"10","9",,,1132846,34,30
45,"0814","A",,"655","347915","4403801","1","1","1",,"20","1",,,1126338,18,30
45,"0819","A",,"655","345890","4399793","1","1","1",,"40","1",,,1127694,18,30
45,"0822","A",,"655","341890","4397793","1","2","3",,"15","9",,,1133055,34,30
45,"0823","A",,"655","345922","4397795","1","1","1",,"45","1",,,1128060,18,30
45,"0825","A",,"655","365910","4397830","1","2","1",,"10","1",,,1125386,18,30
45,"0826","A",,"655","367908","4397817","1","2","1",,"15","1",,,1125862,18,30
45,"0832","A",,"655","364890","4395793","1","1","2",,"65","1",,,1132233,23,30
45,"0838","A",,"655","353890","4393793","1","1","1",,"25","1",,,1126594,18,30
45,"0839","A",,"655","355912","4393812","1","1","1",,"35","1",,,1127391,18,30
45,"0841","A",,"655","365898","4393779","1","1","2",,"55","1",,,1132128,403,30
45,"0843","A",,"655","363890","4392793","1","1","2",,"80","1",,,1132538,61,30
45,"0844","A",,"655","365889","4392761","1","2","1",,"15","1",,,1125650,18,30
45,"0846","A",,"656","391870","4409763","1","1","1",,"30","1",,,1126855,18,30
45,"0847","A",,"656","393890","4409793","1","1","1",,"50","1",,,1128299,18,30
45,"0851","A",,"656","391882","4407803","1","1","1",,"40","1",,,1127649,18,30
45,"0853","A",,"656","397880","4407794","1","1","1",,"50","1",,,1128297,18,30
45,"0855","A",,"656","389896","4405801","1","1","1",,"30","1",,,1127079,31,30
45,"0856","A",,"656","391890","4405793","1","1","1",,"20","1",,,1126461,403,30
45,"0859","A",,"656","387898","4403789","1","1","1",,"70","1",,,1129770,403,30
45,"0860","A",,"656","389890","4403793","1","1","3",,"20","9",,,1133238,34,30
45,"0862","A",,"656","383890","4401793","1","2","1",,"15","1",,,1125678,18,30
45,"0864","A",,"656","369881","4399759","1","2","3",,"10","9",,,1132775,34,30
45,"0869","A",,"657","406873","4406781","1","1","1",,"40","1",,,1127708,18,30
45,"0871","A",,"657","404893","4392769","1","1","3",,"20","9",,,1133329,34,30
45,"0878","A",,"659","456912","4407761","1","1","2",,"65","1",,,1132247,24,30
45,"0885","A",,"660","495890","4403792","1","1","1",,"45","1",,,1128122,18,30
45,"0890","A",,"682","321890","4388794","1","1","3",,"20","9",,,1133328,34,30
45,"0891","A",,"682","332895","4388810","1","1","1",,"50","1",,,1128289,18,30
45,"0894","A",,"682","334890","4387793","1","1","2",,"45","1",,,1131991,61,30
45,"0895","A",,"682","335890","4387793","1","1","1",,"40","1",,,1127927,31,30
45,"0897","A",,"682","319900","4386787","1","1","3",,"20","9",,,1133215,34,30
45,"0898","A",,"682","321890","4386794","1","2","3",,"15","9",,,1132970,34,30
45,"0900","A",,"682","339891","4386735","1","1","1",,"50","1",,,1128477,31,30
45,"0901","A",,"682","321893","4384780","1","1","3",,"20","9",,,1133209,34,30
45,"0902","A",,"682","329893","4384781","1","1","3",,"35","9",,,1133707,34,30
45,"0905","A",,"682","314836","4382760","1","1","1",,"75","1",,,1129853,61,30
45,"0906","A",,"682","333960","4382736","1","1","1",,"60","1",,,1128894,18,30
45,"0907","A",,"682","335908","4382782","1","1","1",,"40","1",,,1127958,61,30
45,"0909","A",,"682","339909","4381790","1","1","1",,"40","1",,,1127554,15,30
45,"0910","A",,"682","329890","4380773","1","1","1",,"50","1",,,1128559,61,30
45,"0911","A",,"682","335946","4380784","1","1","1",,"70","1",,,1129732,61,30
45,"0912","A",,"682","337890","4380793","1","1","1",,"50","1",,,1128229,15,30
45,"0914","A",,"682","317872","4378771","1","1","2",,"80","1",,,1132562,61,30
45,"0916","A",,"682","329890","4378778","1","2","1",,"10","1",,,1125274,18,30
45,"0917","A",,"682","317868","4376772","1","1","1",,"70","1",,,1129736,61,30
45,"0919","A",,"682","323892","4376745","1","1","3",,"25","9",,,1133410,34,30
45,"0921","A",,"682","327874","4376750","1","2","3",,"10","9",,,1132724,34,30
45,"0923","A",,"682","318842","4375772","1","1","1",,"65","1",,,1129388,43,30
45,"0924","A",,"682","331936","4375746","1","1","2",,"40","1",,,1131922,61,30
45,"0925","A",,"682","332902","4375771","1","1","1",,"40","1",,,1127682,18,30
45,"0926","A",,"682","319865","4374739","1","1","1",,"45","1",,,1128178,43,30
45,"0928","A",,"682","323890","4374794","1","2","3",,"10","9",,,1132721,34,30
45,"0936","A",,"682","323890","4390794","1","2","1",,"15","1",,,1125857,18,30
45,"0937","A",,"683","341894","4391754","1","1","1",,"35","1",,,1127224,18,30
45,"0943","A",,"683","341890","4390793","1","1","1",,"45","1",,,1128184,61,30
45,"0944","A",,"683","363914","4390761","1","1","1",,"60","1",,,1129134,31,30
45,"0945","A",,"683","364890","4390793","1","1","2",,"65","1",,,1132282,61,30
45,"0946","A",,"683","341899","4389781","1","1","1",,"70","1",,,1129501,16,30
45,"0952","A",,"683","349890","4388781","1","1","2",,"65","1",,,1132308,61,30
45,"0954","A",,"683","344890","4387793","1","1","2",,"75","1",,,1132447,61,30
45,"0955","A",,"683","346905","4387731","1","1","2",,"80","1",,,1132571,61,30
45,"0956","A",,"683","347890","4387793","1","1","2",,"45","1",,,1132011,403,30
45,"0957","A",,"683","348880","4387793","1","1","2",,"90","1",,,1132653,61,30
45,"0958","A",,"683","349879","4387809","1","1","1",,"70","1",,,1129714,61,30
45,"0960","A",,"683","351901","4387840","1","1","1",,"40","1",,,1127624,18,30
45,"0961","A",,"683","352890","4387793","1","1","1",,"40","1",,,1127584,18,30
45,"0962","A",,"683","343890","4386793","1","1","2",,"80","1",,,1132578,403,30
45,"0963","A",,"683","344904","4386754","1","1","1",,"50","1",,,1128566,403,30
45,"0964","A",,"683","345915","4386751","1","1","2",,"55","1",,,1132114,61,30
45,"0965","A",,"683","348914","4386837","1","1","1",,"65","1",,,1129231,15,30
45,"0966","A",,"683","350912","4386761","1","1","2",,"80","1",,,1132572,61,30
45,"0968","A",,"683","352921","4386780","1","1","2",,"75","1",,,1132492,61,30
45,"0971","A",,"683","346901","4385792","1","1","2",,"85","1",,,1132602,61,30
45,"0972","A",,"683","348908","4385777","1","1","1",,"70","1",,,1129493,15,30
45,"0973","A",,"683","349890","4385793","1","1","2",,"80","1",,,1132567,61,30
45,"0975","A",,"683","351920","4385785","1","1","1",,"20","1",,,1126455,403,30
45,"0976","A",,"683","352856","4385767","1","1","2",,"70","1",,,1132395,61,30
45,"0978","A",,"683","362890","4385793","1","1","2",,"80","1",,,1132549,61,30
45,"0979","A",,"683","363894","4385771","1","1","1",,"55","1",,,1128601,18,30
45,"0980","A",,"683","347884","4384814","1","1","2",,"75","1",,,1132431,21,30
45,"0981","A",,"683","348964","4384765","1","1","1",,"50","1",,,1128239,15,30
45,"0982","A",,"683","349867","4384792","1","1","1",,"50","1",,,1128526,31,30
45,"0983","A",,"683","350870","4384810","1","1","1",,"50","1",,,1128254,15,30
45,"0984","A",,"683","351897","4384766","1","1","2",,"80","1",,,1132565,61,30
45,"0985","A",,"683","352880","4384754","1","1","1",,"30","1",,,1126764,15,30
45,"0986","A",,"683","361887","4384764","1","1","1",,"70","1",,,1129494,15,30
45,"0990","A",,"683","348909","4383781","1","1","2",,"85","1",,,1132584,21,30
45,"0992","A",,"683","346889","4382776","1","1","1",,"50","1",,,1128563,403,30
45,"0994","A",,"683","348881","4382775","1","2","1",,"15","1",,,1126018,61,30
45,"0995","A",,"683","340932","4381757","1","1","2",,"90","1",,,1132655,61,30
45,"0996","A",,"683","341890","4381793","1","1","2",,"60","1",,,1132218,61,30
45,"1001","A",,"683","347873","4381788","1","1","1",,"20","1",,,1126456,403,30
45,"1003","A",,"683","365890","4381793","1","1","1",,"45","1",,,1128155,19,30
45,"1004","A",,"683","340923","4380764","1","1","1",,"85","1",,,1130024,403,30
45,"1005","A",,"683","341906","4380786","1","1","2",,"65","1",,,1132281,61,30
45,"1006","A",,"683","342890","4380793","1","1","2",,"80","1",,,1132529,61,30
45,"1007","A",,"683","343923","4380741","1","1","2",,"80","1",,,1132529,61,30
45,"1008","A",,"683","344913","4380775","1","1","2",,"80","1",,,1132574,61,30
45,"1010","A",,"683","346899","4380774","1","1","1",,"65","1",,,1129404,61,30
45,"1012","A",,"683","348899","4380807","1","1","2",,"75","1",,,1132466,61,30
45,"1014","A",,"683","342895","4379733","1","1","1",,"65","1",,,1129246,15,30
45,"1015","A",,"683","343890","4379793","1","1","2",,"50","1",,,1132081,403,30
45,"1016","A",,"683","344926","4379789","1","1","2",,"90","1",,,1132646,61,30
45,"1017","A",,"683","345919","4379769","1","1","2",,"90","1",,,1132650,61,30
45,"1019","A",,"683","347866","4379757","1","1","1",,"50","1",,,1128520,31,30
45,"1020","A",,"683","348874","4379784","1","1","2",,"85","1",,,1132618,61,30
45,"1023","A",,"683","355887","4379813","1","1","1",,"55","1",,,1128606,18,30
45,"1025","A",,"683","345890","4378793","1","1","2",,"75","1",,,1132457,61,30
45,"1026","A",,"683","347890","4378793","1","1","1",,"35","1",,,1127185,18,30
45,"1027","A",,"683","348904","4378798","1","1","2",,"85","1",,,1132634,61,30
45,"1028","A",,"683","349890","4378793","1","1","1",,"55","1",,,1128596,15,30
45,"1029","A",,"683","352883","4378780","1","1","1",,"85","1",,,1130007,15,30
45,"1030","A",,"683","353890","4378793","1","1","2",,"85","1",,,1132617,61,30
45,"1031","A",,"683","354890","4378793","1","1","2",,"60","1",,,1132231,403,30
45,"1035","A",,"683","350890","4377779","1","1","1",,"40","1",,,1127847,19,30
45,"1036","A",,"683","351903","4377760","1","1","1",,"40","1",,,1127552,15,30
45,"1038","A",,"683","353902","4377768","1","1","2",,"85","1",,,1132616,61,30
45,"1046","A",,"683","352895","4376752","1","1","1",,"70","1",,,1129486,15,30
45,"1047","A",,"683","353873","4376808","1","1","1",,"60","1",,,1129084,31,30
45,"1048","A",,"683","354876","4376778","1","1","2",,"80","1",,,1132558,61,30
45,"1051","A",,"683","352902","4375747","1","1","1",,"65","1",,,1129414,403,30
45,"1052","A",,"683","353906","4375754","1","1","1",,"60","1",,,1129191,403,30
45,"1053","A",,"683","354890","4375793","1","1","2",,"80","1",,,1132558,61,30
45,"1055","A",,"683","365890","4375793","1","1","1",,"25","1",,,1126485,15,30
45,"1059","A",,"683","352890","4374762","1","1","2",,"75","1",,,1132470,61,30
45,"1063","A",,"683","356887","4374781","1","1","2",,"55","1",,,1132126,61,30
45,"1066","A",,"683","356906","4373779","1","2","1",,"15","1",,,1126026,403,30
45,"1067","A",,"683","363901","4373753","1","1","1",,"55","1",,,1128721,31,30
45,"1071","A",,"684","371890","4386793","1","1","2",,"50","1",,,1132066,61,30
45,"1072","A",,"684","372890","4385793","1","1","2",,"70","6",,,1132426,61,30
45,"1078","A",,"684","369944","4384795","1","1","1",,"70","1",,,1129458,15,30
45,"1082","A",,"684","370944","4383810","1","1","1",,"70","1",,,1129724,61,30
45,"1084","A",,"684","376890","4383793","1","1","1",,"70","1",,,1129461,15,30
45,"1085","A",,"684","378890","4383793","1","1","1",,"60","1",,,1129135,31,30
45,"1086","A",,"684","380921","4383793","1","1","1",,"60","1",,,1129003,18,30
45,"1089","A",,"684","376890","4381793","1","1","1",,"70","1",,,1129483,15,30
45,"1091","A",,"684","380890","4381793","1","1","3",,"20","9",,,1133099,34,30
45,"1094","A",,"684","388914","4381798","1","1","3",,"20","9",,,1133188,34,30
45,"1095","A",,"684","390890","4381793","1","1","3",,"20","9",,,1133190,34,30
45,"1096","A",,"684","392894","4381805","1","1","1",,"20","1",,,1126295,18,30
45,"1099","A",,"684","390903","4379793","1","1","1",,"50","1",,,1128339,18,30
45,"1102","A",,"684","396952","4379887","1","1","1",,"50","1",,,1128307,18,30
45,"1103","A",,"684","390890","4377793","1","1","1",,"45","1",,,1128115,18,30
45,"1104","A",,"684","394902","4377789","1","1","1",,"55","1",,,1128723,56,30
45,"1107","A",,"684","386890","4375793","1","1","1",,"50","1",,,1128255,15,30
45,"1108","A",,"684","396916","4375788","2","0","0",,"0","0",,,1137187,18,30
45,"1112","A",,"684","386833","4374762","1","1","1",,"60","1",,,1128830,18,30
45,"1114","A",,"684","391922","4374794","1","1","1",,"35","6",,,1127521,888,30
45,"1115","A",,"684","383890","4373793","1","1","1",,"70","1",,,1129734,61,30
45,"1117","A",,"684","385875","4373773","1","1","1",,"25","1",,,1126504,18,30
45,"1119","A",,"684","387884","4373750","1","2","2",,"15","1",,,1131347,18,30
45,"1123","A",,"684","394923","4373793","1","1","1",,"30","1",,,1126823,18,30
45,"1127","A",,"685","407890","4390793","1","1","2",,"35","1",,,1131874,403,30
45,"1128","A",,"685","403890","4388793","1","1","3",,"45","9",,,1133959,34,30
45,"1130","A",,"685","407899","4388791","1","1","1",,"25","1",,,1126637,18,30
45,"1132","A",,"685","401890","4386793","1","1","3",,"25","9",,,1133413,34,30
45,"1134","A",,"685","405884","4386769","1","2","3",,"15","9",,,1133056,34,30
45,"1135","A",,"685","407908","4386819","1","1","1",,"25","1",,,1126637,18,30
45,"1137","A",,"685","399889","4384771","1","1","1",,"40","1",,,1127783,18,30
45,"1138","A",,"685","403886","4384767","1","1","1",,"40","1",,,1127688,18,30
45,"1139","A",,"685","405917","4384776","1","1","1",,"20","1",,,1126305,18,30
45,"1140","A",,"685","407890","4384793","1","1","1",,"60","1",,,1128943,18,30
45,"1141","A",,"685","409914","4384782","1","1","1",,"70","1",,,1129623,18,30
45,"1144","A",,"685","411933","4382765","1","1","1",,"65","1",,,1129251,18,30
45,"1145","A",,"685","416890","4382805","1","1","1",,"55","1",,,1128604,18,30
45,"1148","A",,"685","419890","4382793","1","1","2",,"45","1",,,1132008,403,30
45,"1149","A",,"685","416899","4381793","1","1","1",,"70","1",,,1129719,61,30
45,"1150","A",,"685","418896","4381844","1","1","1",,"50","1",,,1128280,18,30
45,"1152","A",,"685","399890","4380793","1","1","1",,"30","1",,,1127087,31,30
45,"1156","A",,"685","413890","4376793","1","2","3",,"15","9",,,1132948,34,30
45,"1161","A",,"685","423890","4374793","1","1","3",,"20","9",,,1133180,34,30
45,"1162","A",,"686","445890","4389792","1","1","1",,"50","3",,,1128544,31,30
45,"1165","A",,"686","433890","4381793","1","1","1",,"40","1",,,1127978,403,30
45,"1170","A",,"686","435916","4379754","1","1","1",,"30","1",,,1126752,7,30
45,"1175","A",,"687","460890","4379771","1","2","1",,"15","1",,,1125831,18,30
45,"1177","A",,"688","505890","4389792","1","2","1",,"15","1",,,1125702,18,30
45,"1179","A",,"688","502890","4387792","1","2","1",,"15","1",,,1125761,18,30
45,"1182","A",,"688","505890","4385792","1","2","1",,"15","1",,,1125700,18,30
45,"1184","A",,"688","501890","4384792","1","1","1",,"20","1",,,1126182,18,30
45,"1187","A",,"688","503900","4383777","1","1","1",,"50","1",,,1128340,18,30
45,"1189","A",,"688","502883","4382782","1","1","1",,"30","1",,,1126968,18,30
45,"1191","A",,"688","502889","4381779","1","1","6",,"50","1",,,1136809,18,30
45,"1194","A",,"688","505877","4380769","1","1","1",,"35","1",,,1127330,18,30
45,"1196","A",,"708","324914","4373792","1","2","3",,"15","9",,,1132946,34,30
45,"1199","A",,"708","330890","4373793","1","1","2",,"45","1",,,1131996,61,30
45,"1200","A",,"708","331924","4373779","1","1","2",,"45","1",,,1131996,61,30
45,"1206","A",,"708","327898","4372798","1","1","1",,"25","1",,,1126537,18,30
45,"1209","A",,"708","330918","4372812","1","1","2",,"45","1",,,1131996,61,30
45,"1213","A",,"708","334890","4372793","1","1","1",,"35","1",,,1127210,18,30
45,"1215","A",,"708","324899","4371693","1","1","2",,"65","1",,,1132298,61,30
45,"1216","A",,"708","325907","4371812","1","1","2",,"55","1",,,1132116,61,30
45,"1218","A",,"708","327876","4371772","1","1","2",,"45","1",,,1132012,403,30
45,"1221","A",,"708","330908","4371827","1","2","1",,"10","6",,,1125535,888,30
45,"1224","A",,"708","333894","4371805","1","2","1",,"15","1",,,1126028,403,30
45,"1226","A",,"708","325898","4370797","1","1","1",,"40","1",,,1127621,18,30
45,"1228","A",,"708","331912","4370813","1","4","1",,"0","0",,,1134433,61,30
45,"1231","A",,"708","334898","4370827","1","1","2",,"45","1",,,1132006,393,30
45,"1238","A",,"708","325890","4368793","1","1","2",,"85","1",,,1132606,61,30
45,"1239","A",,"708","326882","4368767","1","1","2",,"70","1",,,1132399,61,30
45,"1241","A",,"708","326934","4367736","1","1","2",,"20","1",,,1131632,61,30
45,"1244","A",,"708","327907","4366799","1","1","2",,"20","1",,,1131632,61,30
45,"1245","A",,"708","328882","4365799","1","1","2",,"20","1",,,1131633,61,30
45,"1246","A",,"708","329878","4364760","1","1","2",,"70","1",,,1132385,61,30
45,"1248","A",,"708","330962","4363859","1","1","2",,"70","1",,,1132388,61,30
45,"1249","A",,"708","331904","4362720","1","2","1",,"15","1",,,1125652,18,30
45,"1251","A",,"709","356890","4372793","1","1","1",,"80","1",,,1129997,61,30
45,"1252","A",,"709","357935","4372793","1","1","1",,"55","1",,,1128696,19,30
45,"1253","A",,"709","358890","4372793","1","1","1",,"85","1",,,1130023,61,30
45,"1255","A",,"709","358890","4371793","1","1","1",,"85","1",,,1130023,61,30
45,"1257","A",,"709","355900","4370793","1","1","1",,"65","1",,,1129344,19,30
45,"1262","A",,"709","349901","4366776","1","1","1",,"35","1",,,1127397,19,30
45,"1263","A",,"709","350932","4365731","1","1","1",,"45","1",,,1128159,19,30
45,"1264","A",,"710","385890","4372793","1","1","1",,"80","1",,,1129993,61,30
45,"1267","A",,"710","388945","4372722","1","1","1",,"30","1",,,1126888,18,30
45,"1269","A",,"710","390890","4372793","1","1","1",,"70","1",,,1129654,23,30
45,"1270","A",,"710","391887","4372780","1","1","2",,"60","1",,,1132134,23,30
45,"1271","A",,"710","392874","4372793","1","1","2",,"30","1",,,1131801,61,30
45,"1273","A",,"710","389889","4371767","1","1","1",,"40","1",,,1127850,23,30
45,"1274","A",,"710","390890","4371807","1","1","2",,"40","1",,,1131883,23,30
45,"1275","A",,"710","391903","4371783","1","1","2",,"60","1",,,1132150,23,30
45,"1276","A",,"710","392890","4371793","1","1","2",,"60","1",,,1132137,23,30
45,"1277","A",,"710","394890","4371793","1","1","3",,"30","9",,,1133550,34,30
45,"1280","A",,"711","414927","4371759","1","1","1",,"65","1",,,1129373,31,30
45,"1281","A",,"711","416890","4371793","1","1","1",,"60","1",,,1128843,18,30
45,"1284","A",,"711","421872","4371775","1","1","2",,"60","1",,,1132230,403,30
45,"1285","A",,"711","424890","4371793","1","2","3",,"15","9",,,1132941,34,30
45,"1290","A",,"711","412890","4369793","1","1","1",,"30","1",,,1127054,31,30
45,"1291","A",,"711","414956","4369827","1","1","1",,"50","1",,,1128511,31,30
45,"1293","A",,"711","418890","4369793","1","1","1",,"50","1",,,1128494,31,30
45,"1302","A",,"711","414912","4367833","1","1","1",,"40","1",,,1127901,31,30
45,"1309","A",,"711","405900","4366800","1","2","2",,"10","1",,,1130186,61,30
45,"1310","A",,"711","406876","4366794","1","1","1",,"35","1",,,1127429,31,30
45,"1311","A",,"711","404942","4365812","1","1","1",,"65","1",,,1129368,31,30
45,"1314","A",,"711","414890","4365793","1","1","1",,"30","1",,,1126841,18,30
45,"1315","A",,"711","416904","4365808","1","2","3",,"15","9",,,1132884,34,30
45,"1317","A",,"711","421890","4365812","1","1","1",,"25","1",,,1126733,61,30
45,"1319","A",,"711","404904","4364807","1","7","1",,"5","0",,,1135418,23,30
45,"1324","A",,"711","404890","4363793","1","1","1",,"60","1",,,1129066,23,30
45,"1325","A",,"711","405910","4363798","1","1","1",,"60","1",,,1129062,23,30
45,"1326","A",,"711","406890","4363793","1","1","1",,"55","1",,,1128703,23,30
45,"1327","A",,"711","407921","4363797","1","1","1",,"50","1",,,1128470,23,30
45,"1329","A",,"711","412890","4363793","1","1","1",,"25","1",,,1126730,31,30
45,"1331","A",,"711","416890","4363793","1","1","1",,"60","1",,,1129133,31,30
45,"1336","A",,"711","405890","4362793","1","1","1",,"60","1",,,1129062,23,30
45,"1337","A",,"711","406890","4362793","1","1","1",,"60","1",,,1129057,23,30
45,"1338","A",,"711","407890","4362793","1","1","1",,"40","9",,,1127857,23,30
45,"1341","A",,"711","419890","4362793","1","1","2",,"35","1",,,1131864,61,30
45,"1342","A",,"711","420870","4362779","1","1","2",,"40","1",,,1131938,403,30
45,"1344","A",,"711","422880","4362785","1","1","1",,"30","1",,,1127123,403,30
45,"1345","A",,"711","402890","4361806","1","2","1",,"10","1",,,1125482,31,30
45,"1347","A",,"711","404890","4361793","1","1","1",,"50","1",,,1128469,23,30
45,"1348","A",,"711","405890","4361793","1","1","3",,"25","9",,,1133382,34,30
45,"1349","A",,"711","406890","4361793","1","1","1",,"55","1",,,1128702,23,30
45,"1350","A",,"711","407890","4361793","1","1","1",,"65","1",,,1129345,23,30
45,"1354","A",,"711","403910","4360795","1","1","1",,"40","1",,,1127564,16,30
45,"1356","A",,"711","405890","4360793","1","1","1",,"60","1",,,1129064,23,30
45,"1357","A",,"711","406890","4360793","1","1","1",,"60","1",,,1129064,23,30
45,"1358","A",,"711","407890","4360793","1","2","3",,"15","9",,,1132885,34,30
45,"1360","A",,"711","402911","4359762","1","1","1",,"30","1",,,1127101,31,30
45,"1361","A",,"711","403861","4359751","1","1","2",,"80","1",,,1132552,61,30
